6.784387581053694105e-02 1.002447377285793140e+00 1.699724922095003166e+01 4.840805175927091142e+00 1.500031693488016771e+01
8.918683413525410608e-02 1.020909604136747584e+00 7.015257420679459344e+00 4.687902603793480338e+00 1.474744818573060634e+01
8.393349213540807208e-02 1.019491452438918255e+00 1.143981460293464636e+01 3.676817620932398611e+00 1.401834599329193054e+01
8.535084230673142813e-02 1.029446627932909308e+00 1.369536609544166161e+01 3.267102849691964295e+00 1.365291497398389353e+01
9.049193722427867348e-02 1.029121308752045660e+00 8.227324115259401438e+00 4.390085382345932707e+00 1.443358984333271344e+01
9.617246564671734499e-02 1.037952363091072305e+00 8.111791219334305580e+00 4.169448677171057049e+00 1.404407867331975979e+01
6.606687636032088085e-02 1.001010293241060500e+00 2.774702965139377397e+01 3.428272311571994191e+00 1.386682624983758849e+01
9.198775865265755580e-02 1.030258130397990302e+00 8.556066344264751322e+00 4.071765779394747931e+00 1.413710111440485839e+01
6.519167547618645586e-02 1.005700627308839357e+00 2.419384287267581612e+01 4.457057971475621549e+00 1.465844691201005645e+01
6.686538132976868609e-02 9.982929263710756951e-01 1.607305082651079431e+01 4.954359200880045222e+00 1.517249198348078032e+01
8.070170989388368576e-02 1.017947685249498413e+00 1.161031894460595915e+01 4.666091472856950695e+00 1.459666177812930243e+01
7.324268542455489306e-02 9.999031530557314085e-01 1.018781622970251988e+01 6.825024687851932725e+00 1.563062196355196320e+01
8.568302632610858005e-02 1.022134233018434868e+00 9.825747279100244924e+00 4.191963298272014526e+00 1.434685757394257699e+01
6.655788293174355608e-02 1.006630704778622265e+00 2.368535528929670164e+01 4.197807972197193038e+00 1.449577908990605835e+01
9.165333278583859267e-02 1.042689720521107866e+00 1.134691072032985559e+01 3.487642799569616425e+00 1.375828553202372007e+01
9.223293513986763337e-02 1.027192669730512931e+00 5.856553985052606492e+00 5.343614043788769585e+00 1.511051090565985078e+01
6.880908032032764798e-02 1.004883660910969922e+00 2.100786350654387746e+01 4.411589234992073116e+00 1.439497882550316987e+01
6.509651465850861685e-02 9.952608600664435423e-01 2.140991613551206996e+01 4.664983521971848290e+00 1.465480457380296464e+01
7.681135673350783510e-02 1.017352845858089827e+00 1.665682295178361727e+01 3.579410277733769075e+00 1.400224757076681392e+01
7.421153069196087526e-02 1.005663014400516087e+00 1.213995509695923047e+01 5.116834125301106262e+00 1.505369480608728061e+01
7.369395178171909977e-02 1.014643458817457322e+00 1.714902156118859367e+01 4.031468814451868887e+00 1.433054360518615766e+01
7.626518981978741563e-02 1.007203734338209644e+00 1.122851488873461534e+01 4.884029864257747988e+00 1.496344536604720155e+01
7.187396876387591726e-02 1.007326541094594408e+00 1.609995460609743390e+01 4.325785499861261485e+00 1.458962003981201505e+01
8.299980427643058323e-02 1.010282456119755645e+00 6.898281810474543363e+00 5.701658062170633201e+00 1.538053099283752267e+01
9.322224379352003765e-02 1.035054278814620199e+00 9.206766767530535134e+00 3.650550101636729217e+00 1.386017711255582618e+01
7.161418520026641144e-02 1.011087711336700945e+00 1.760698268913469988e+01 4.368019281729525360e+00 1.455641365607220017e+01
9.204278915028725472e-02 1.026601131168194847e+00 6.153553820846071609e+00 5.642942823060460356e+00 1.504597335493923893e+01
6.746757061830585545e-02 1.003408153995879237e+00 2.059693738983101952e+01 4.494721960779588521e+00 1.459472875253864821e+01
7.470180259292315272e-02 1.025772817067315490e+00 2.208337459040814466e+01 3.656780013944062713e+00 1.393771224391212904e+01
7.762454220212411382e-02 1.012304310081546754e+00 1.137874474506967282e+01 5.305864646894181469e+00 1.497392021080275271e+01
9.171263283356746732e-02 1.027110536300414712e+00 5.860787404164100600e+00 6.070983535279669496e+00 1.525827788523413986e+01
8.240985300923613088e-02 1.015828689919078931e+00 8.866772665240302942e+00 5.449153613578803679e+00 1.499395381861812560e+01
7.641833533313863169e-02 1.010759899094210157e+00 1.288094805058265635e+01 4.880163254570172526e+00 1.472830935096422955e+01
7.099395941659483733e-02 1.016385348540578271e+00 2.479491779314114197e+01 3.945827936491715704e+00 1.404214670758496375e+01
6.955110010618309468e-02 1.012185383532671512e+00 2.780638140333003250e+01 3.245794933947328875e+00 1.368924209768773714e+01
6.112727079486636461e-02 9.896845127626470173e-01 2.014118015872049128e+01 5.464113442183093916e+00 1.540359002495581819e+01
7.287244206792711787e-02 1.012253087252137362e+00 2.418552263796365764e+01 3.435186381337173245e+00 1.354620021688141307e+01
8.364555013168574471e-02 1.025994795877176236e+00 1.062047278235575654e+01 4.708531963122977615e+00 1.465644253093275218e+01
5.869543807815843367e-02 9.960391241876194179e-01 2.638177651079315922e+01 6.134848311526361897e+00 1.552456525951438593e+01
6.249108850948720956e-02 9.865600088400885426e-01 2.033424256505880123e+01 5.316003772747798450e+00 1.501111741592370663e+01
7.748184160146305566e-02 1.017277699549826719e+00 1.415375708802986310e+01 4.517943721027205761e+00 1.446489669700623359e+01
8.391191316795408583e-02 1.016723865220130030e+00 6.677033978395351177e+00 6.524607487769047864e+00 1.564487758273143569e+01
7.337662924068875936e-02 1.010490985317594959e+00 1.434517784482420844e+01 4.747262795813523617e+00 1.482163146815142341e+01
9.647939367688103396e-02 1.027221985007105376e+00 5.414074576266243000e+00 5.319186332873212741e+00 1.481446940827985514e+01
8.590843978738246789e-02 1.021620945914466283e+00 9.843963647202567557e+00 4.268141598720494478e+00 1.433684397536307920e+01
9.156196768858697321e-02 1.036942224738612639e+00 9.599134297561770168e+00 3.989165359824184964e+00 1.408923163785387267e+01
6.710626713098935547e-02 1.003935198097362536e+00 2.172432777729316555e+01 4.450251577659022573e+00 1.457425356572828967e+01
1.028858562685990852e-01 1.037226089598480172e+00 4.906595732480708349e+00 4.315570537853252731e+00 1.449171771201539016e+01
7.878773170695042849e-02 1.023769485376608612e+00 1.925932864094144037e+01 3.144400233776895259e+00 1.348847800040029909e+01
8.259909909630989977e-02 1.013889068811982375e+00 7.902313942911002975e+00 5.629569642190412004e+00 1.524435747143349751e+01
7.534078326113236024e-02 1.003724255951521371e+00 8.380409895864691094e+00 6.470616586846212215e+00 1.588606039067857267e+01
8.850796197978740010e-02 1.025902002132653701e+00 9.920102271647772696e+00 3.621649102737101167e+00 1.397505381727301632e+01
5.832357521139478612e-02 9.943403742093497311e-01 2.550504880065651392e+01 6.279421023857664430e+00 1.563507563535179479e+01
8.137715532239415961e-02 1.031892461983992204e+00 1.864903490817861353e+01 2.972702379355535385e+00 1.340752812948379358e+01
6.114415055824460460e-02 9.946986506259765104e-01 2.748590253123531824e+01 4.567169722868319681e+00 1.471474864693409046e+01
6.863736694235361702e-02 1.002977158209048314e+00 1.980068086007351624e+01 4.722409033177269677e+00 1.454988421379577446e+01
8.872162672166111763e-02 1.031629887520641775e+00 1.219434637260186882e+01 3.507565634786006914e+00 1.365086587874598401e+01
1.010484348962652906e-01 1.043811002468015836e+00 6.866964987522394814e+00 3.839710758696274873e+00 1.398044368136645588e+01
8.854276185661076604e-02 1.021307251975095864e+00 8.441118244308997376e+00 4.413124229182317393e+00 1.439462966392652099e+01
8.120046749636344874e-02 1.013867239211784010e+00 1.310974012155954327e+01 3.701216180485692675e+00 1.388332950697478196e+01
7.138817132563979317e-02 1.006881808512130938e+00 1.819899183225477302e+01 4.015168904350217005e+00 1.428966559517513168e+01
8.464520569494045354e-02 1.017745142244286916e+00 8.780100666007619736e+00 4.895970592907406882e+00 1.471670196149028875e+01
7.957434508455600575e-02 1.020773498070245644e+00 1.516074128689068523e+01 3.558302966259456745e+00 1.391498591666771745e+01
7.793794595211842036e-02 1.010116247589814664e+00 1.241748423926526534e+01 4.016624395839479611e+00 1.440799802337562241e+01
7.295905103605575259e-02 1.006236911705654435e+00 1.328550257993595807e+01 5.016506463051586984e+00 1.499647973050042538e+01
9.445552633581119628e-02 1.040115855674343504e+00 1.114009751810192483e+01 3.154220964111346781e+00 1.334526718276475954e+01
6.542705385119799988e-02 1.002154782448942294e+00 1.959431039658984730e+01 5.105458714505534346e+00 1.507890942046058669e+01
8.690662047025936310e-02 1.019780989373266555e+00 6.473414159783839494e+00 5.633272839402683196e+00 1.532250044409363454e+01
7.809888820231791762e-02 1.025112080902093714e+00 1.627767119931620599e+01 3.975258138748912984e+00 1.419915671337304275e+01
7.129426521875129041e-02 1.015413337583698672e+00 2.389526919308829633e+01 3.646257551401971941e+00 1.390116954091364931e+01
7.906463122222823214e-02 1.016989935971483128e+00 1.373592706417065301e+01 4.121784682539604283e+00 1.423776561507438743e+01
8.423814878911978221e-02 1.015431140663251686e+00 7.023593643815180698e+00 5.687431402229340627e+00 1.535452422060531852e+01
7.416354007805507631e-02 1.016932663868707953e+00 2.354210396570229591e+01 3.254919344351164590e+00 1.354266866595162710e+01
7.622412686243704161e-02 1.015142784070666160e+00 1.448104942041494070e+01 4.137677395302174155e+00 1.444089285432937686e+01
8.224052092210572262e-02 1.022499169135709041e+00 1.452183243172391869e+01 3.558352721478629910e+00 1.373693945600014743e+01
6.462214757608428228e-02 9.919218825559031893e-01 1.783026647847897905e+01 5.290789483238627966e+00 1.512896952950105600e+01
7.646022241889255389e-02 1.021996651204505335e+00 2.375861520691098505e+01 3.056453438331343087e+00 1.330158489613959816e+01
7.019216710529095626e-02 1.012374255586176774e+00 2.350941337599838477e+01 3.640591443934361404e+00 1.402799481909699608e+01
9.290052624920344670e-02 1.029824395806670623e+00 7.427584526208557136e+00 4.267041355683591775e+00 1.435857126172727938e+01
7.370164565254558320e-02 1.019688164822761145e+00 1.733719732530747848e+01 4.266068244102742213e+00 1.449440552497176071e+01
7.819928191223192437e-02 1.008742336534756756e+00 1.120270339691195538e+01 4.665033364695033491e+00 1.468197088720595112e+01
9.608956401356798238e-02 1.025899859326359742e+00 6.888146634865925932e+00 3.733915855366951586e+00 1.393327653444982417e+01
7.739465978354201359e-02 1.013529860197435184e+00 1.486966049344438723e+01 3.781780987148568585e+00 1.408807915071067995e+01
7.437413685447982759e-02 1.005689887344307198e+00 1.377535972320976754e+01 4.503567090401910278e+00 1.459834083954981132e+01
5.832795990646690021e-02 9.945665473093974196e-01 2.753384374851822258e+01 5.974758816021585872e+00 1.539888485841575161e+01
8.233158843418808548e-02 1.024689145568150384e+00 1.184082407763418665e+01 4.457603333045417671e+00 1.448585409377123234e+01
9.176042620696439611e-02 1.029451556615791574e+00 8.534779267107261091e+00 3.854021072593413866e+00 1.408754281148948984e+01
7.619291030277672294e-02 1.009494002090750131e+00 1.248483573042331507e+01 4.800413268441106496e+00 1.475963046448307558e+01
9.089531050342762597e-02 1.033505868247200699e+00 7.733802240015126728e+00 4.817286520758029766e+00 1.471313479114915346e+01
