1.020261597606519494e-01 1.356528586460058072e+01 3.170744881835607210e+00 1.541820861452301727e+01
4.482820735369888454e-02 2.625825567121559789e+00 4.516975416323502301e+00 1.387389902730825320e+01
7.914042874036331110e-02 1.692712580558904989e+01 6.914794673497842936e+00 1.757594141625034112e+01
4.061939352328777092e-02 4.015635707809968835e+01 3.314766337007603259e+00 1.672879873834978071e+01
4.179970074270893121e-02 1.064527595488577028e+01 6.061770377698114665e+00 1.336912165492664428e+01
9.554834397928557710e-02 2.062846446976123360e+01 7.387098914151486007e+00 1.488036203558152337e+01
5.700750321009363797e-02 2.402362552750683733e+01 3.563481063725364884e+00 1.306072962005016436e+01
4.275327297605929083e-02 1.386624079595253001e+01 5.165529198872626182e+00 1.497300269376724557e+01
4.771821480555214767e-02 3.791355622936812608e+01 8.811808271104471402e+00 1.795020702119302669e+01
9.318084951907207314e-02 4.159378408426611884e+00 2.553874805334873432e+00 1.537621105132050658e+01
9.840274107359145428e-02 4.907865219830574688e+01 3.274567750796249399e+00 1.733821717514073413e+01
4.287601728586307170e-02 5.970989414143503637e+01 9.414812518561550547e+00 1.684352076931775599e+01
6.063126449196930973e-02 1.762235732128148058e+01 2.636270552412296908e+00 1.434279310779553640e+01
9.460180260193540303e-02 4.859884787156063624e+01 6.162512549695601471e+00 1.230245180785685655e+01
4.889604221707812004e-02 1.445409818967071658e+01 2.598744720118415508e+00 1.791059117319890959e+01
4.850205658153512733e-02 5.276112225552460622e+00 7.486901509345303296e+00 1.655019918648575228e+01
8.397654310015692514e-02 3.210360154925498222e+01 7.634668330973970463e+00 1.692790779944279222e+01
7.520722918902766896e-02 2.923264443253026812e+01 7.036913965077902233e+00 1.258400139736371592e+01
7.230114656167663245e-02 1.615355048704507368e+01 9.941202470053127627e+00 1.747579402537313698e+01
7.758669416348787373e-02 6.156739664228140008e+00 6.647861930239763240e+00 1.460010474856238005e+01
9.359583590135664433e-02 9.270379319406714558e+00 8.549622923542557373e+00 1.564722340910588372e+01
1.002512808192559807e-01 1.308079881919911713e+01 8.845024641219893624e+00 1.522213142250342166e+01
